Date,Price
2026-02-02,1.701
2026-02-03,1.751
2026-02-04,1.755
2026-02-05,1.73
2026-02-06,1.68
2026-02-09,1.723
2026-02-10,1.729
2026-02-11,1.727
2026-02-12,1.719
2026-02-13,1.697
2026-02-24,1.741
2026-02-25,1.761
2026-02-26,1.752
2026-02-27,1.742
2026-03-02,1.726
2026-03-03,1.716
2026-03-04,1.685
2026-03-05,1.717
2026-03-06,1.705
2026-03-09,1.677
2026-03-10,1.721
2026-03-11,1.737
2026-03-12,1.71
2026-03-13,1.692
