Date,Price
2026-02-04,1.159
2026-02-05,1.15
2026-02-06,1.148
2026-02-09,1.165
2026-02-10,1.174
2026-02-11,1.181
2026-02-12,1.186
2026-02-13,1.169
2026-02-24,1.175
2026-02-25,1.181
2026-02-26,1.165
2026-02-27,1.167
2026-03-02,1.152
2026-03-03,1.123
2026-03-04,1.1
2026-03-05,1.112
2026-03-06,1.125
2026-03-09,1.11
2026-03-10,1.139
2026-03-11,1.144
