Date,Price
2026-02-02,1.397
2026-02-03,1.257
2026-02-04,1.242
2026-02-05,1.218
2026-02-06,1.268
2026-02-09,1.314
2026-02-10,1.395
2026-02-11,1.348
2026-02-12,1.359
2026-02-13,1.317
2026-02-24,1.449
2026-02-25,1.444
2026-02-26,1.43
2026-02-27,1.439
2026-03-02,1.583
2026-03-03,1.741
2026-03-04,1.7
2026-03-05,1.633
2026-03-06,1.579
2026-03-09,1.737
