Date,Price
2026-02-02,0.74
2026-02-03,0.741
2026-02-04,0.755
2026-02-05,0.783
2026-02-06,0.788
2026-02-09,0.788
2026-02-10,0.795
2026-02-11,0.828
2026-02-12,0.815
2026-02-13,0.793
2026-02-24,0.842
2026-02-25,0.838
2026-02-26,0.821
2026-02-27,0.816
2026-03-02,0.898
2026-03-03,0.974
2026-03-04,0.91
2026-03-05,0.885
2026-03-06,0.881
