Date,Price
2026-02-04,1.0739
2026-02-05,1.074
2026-02-06,1.0743
2026-02-09,1.0747
2026-02-10,1.0748
2026-02-11,1.0749
2026-02-12,1.0751
2026-02-13,1.0751
2026-02-24,1.0758
2026-02-25,1.0757
2026-02-26,1.0754
2026-02-27,1.0755
2026-03-02,1.076
2026-03-03,1.0762
2026-03-04,1.0764
2026-03-05,1.0766
2026-03-06,1.0768
2026-03-09,1.0766
2026-03-10,1.0767
2026-03-11,1.0767
2026-03-12,1.0768
2026-03-13,1.077
