Date,Price
2026-02-02,2.307
2026-02-03,2.525
2026-02-04,2.513
2026-02-05,2.442
2026-02-06,2.362
2026-02-09,2.443
2026-02-10,2.465
2026-02-11,2.454
2026-02-12,2.556
2026-02-13,2.587
2026-02-24,2.58
2026-02-25,2.57
2026-02-26,2.664
2026-02-27,2.656
2026-03-02,2.634
2026-03-03,2.517
2026-03-04,2.441
2026-03-05,2.48
2026-03-06,2.472
2026-03-09,2.4
