Date,Price
2026-02-04,0.774
2026-02-05,0.74
2026-02-06,0.732
2026-02-09,0.752
2026-02-10,0.756
2026-02-11,0.767
2026-02-12,0.769
2026-02-13,0.753
2026-02-24,0.779
2026-02-25,0.785
2026-02-26,0.781
2026-02-27,0.781
2026-03-02,0.805
2026-03-03,0.792
2026-03-04,0.779
2026-03-05,0.778
2026-03-06,0.77
2026-03-09,0.773
2026-03-10,0.795
2026-03-11,0.787
