Date,Price
2026-02-02,1.937
2026-02-03,1.989
2026-02-04,2.042
2026-02-05,1.978
2026-02-06,1.951
2026-02-09,2.025
2026-02-10,2.017
2026-02-11,2.04
2026-02-12,2.035
2026-02-13,2.004
2026-02-24,2.079
2026-02-25,2.086
2026-02-26,2.074
2026-02-27,2.076
2026-03-02,2.178
2026-03-03,2.13
2026-03-04,2.081
2026-03-05,2.071
2026-03-06,2.051
