Date,Price
2026-02-02,2.111
2026-02-03,2.238
2026-02-04,2.301
2026-02-05,2.241
2026-02-06,2.211
2026-02-09,2.286
2026-02-10,2.28
2026-02-11,2.303
2026-02-12,2.299
2026-02-13,2.265
2026-02-24,2.346
2026-02-25,2.35
2026-02-26,2.344
2026-02-27,2.345
2026-03-02,2.437
2026-03-03,2.397
2026-03-04,2.341
2026-03-05,2.33
2026-03-06,2.313
