Date,Price
2026-01-28,2.396
2026-01-29,2.636
2026-01-30,2.496
2026-02-02,2.246
2026-02-03,2.021
2026-02-04,1.978
2026-02-05,1.921
2026-02-06,1.942
2026-02-09,1.966
2026-02-10,2.01
2026-02-11,2.07
2026-02-12,2.135
2026-02-13,2.064
2026-02-24,2.27
2026-02-25,2.37
2026-02-26,2.316
2026-02-27,2.388
2026-03-02,2.627
2026-03-03,2.89
2026-03-04,3.064
