Date,Price
2026-02-03,2.062
2026-02-04,2.034
2026-02-05,1.992
2026-02-06,1.939
2026-02-09,2.012
2026-02-10,2.017
2026-02-11,2.019
2026-02-12,2.011
2026-02-13,1.986
2026-02-24,1.988
2026-02-25,2.002
2026-02-26,2.015
2026-02-27,2.024
2026-03-02,1.965
2026-03-03,1.966
2026-03-04,1.929
2026-03-05,1.967
2026-03-06,1.964
2026-03-09,1.899
2026-03-10,1.947
