Date,Price
2026-01-30,2.8196
2026-02-02,2.7445
2026-02-03,2.8016
2026-02-04,2.8194
2026-02-05,2.7824
2026-02-06,2.7737
2026-02-09,2.8069
2026-02-10,2.807
2026-02-11,2.8098
2026-02-12,2.8363
2026-02-13,2.8088
2026-02-24,2.8482
2026-02-25,2.878
2026-02-26,2.895
2026-02-27,2.8935
2026-03-02,2.9151
2026-03-03,2.8752
2026-03-04,2.8596
2026-03-05,2.8558
2026-03-06,2.8613
